,Tweet
6345,"'#UBGSE alumna/school psychologist Desiree Williams wrote, illustrated &amp; published a book for Black children after lacking options for her son. Success with readers/educators led her to start another book to help children recognize their emotions. #UBuffalo https://t.co/6ZP4VyRxwc https://t.co/EaLVRr0SQW'"
6346,"'School counselors make a world of difference, and we appreciate all of you! Happy National School Counseling Week!! #SchoolCounselors @UBGSE @UBuffalo https://t.co/eKskabsAkc'"
6347,"Do you aspire to become a school leader? Join us on Wed., Feb 3 to learn more about #UBuffalo's school leadership programs. Find more information and register on #UBGSE's website: https://t.co/YJgysDT4G7. #EdChat #PrincipalsInAction https://t.co/JUdw5R8TpR"
6348,"Do you aspire to become a school leader? Join us on Wed., Feb 3 to learn about #UBuffalo's school leadership programs. Find more information and register on #UBGSE's website: https://t.co/ryuhWAwf7T. #EdChat #PrincipalsInAction https://t.co/uDGxvH1Ijg"
6349,How does the LIFTS program prepare students to become school leaders? Alum Robert Julian explains: “The program inspired me to support and lead others through a positive outlook and a solution-focused mindset.” Learn more at #UBGSE's webinars: https://t.co/YJgysDT4G7 #EdChat https://t.co/1mahQpWbTg
6350,How does the LIFTS program prepare students to become school leaders? Alum Robert Julian explains: “The program inspired me to support and lead others through a positive outlook and a solution-focused mindset.” Learn more at #UBGSE's webinars: https://t.co/ryuhWAwf7T #EdChat https://t.co/IN43tS6tM1
6351,Shaping Leaders — The 10 #principals-in-training in #UBGSE’s new Buffalo Aspiring Leadership Academy (BALA) got the unique immersive experience they signed up for and an unexpected pandemic lesson: #CrisisManagement. https://t.co/oJ1woR4j7N #UBuffalo'
6352,'@FICSLARRIS #GOLDEN100M ubgse'
6353,The front line includes us all. Taking care of your #PhysicalHealth and #MentalHealth is paramount.  Self-care demystified with #UBGSE’s Catherine @cookcottone: https://t.co/rKppTzUIcO #health #selfcare #UBuffalo'
6354,'@dst6n01 @CCSSO I took a course in assessment theory and research last semester @UBGSE and I’ve been reading PD books and engaging with and scrolling through #sblchat &amp; #TG2chat the past few years. Assessment has become central to my practice.'
6355,"When COVID-19 precautions closed libraries and put research work on hold, #UBGSE's Val Nesset swiftly launched a course she’d been developing to help faculty use #tech to #teach: “UB Teaching Community of Practice.” https://t.co/IKwCoB7bXD | #DistanceLearning #UBGSE #UBuffalo"
6356,"'Queen of science rap! 👑 #UBuffalo student Raven Baxter used clever wordplay and self-produced beats to inspire and better communicate with teens about #STEM, diversity, and social distancing. @UBGSE @ravenscimaven ➡️ https://t.co/YoTJmKpVV6 https://t.co/oQUVgKBJN4'"
6357,'@CaseyJ_edu @UAlbanyEdu @sljournal @UBGSE @EdumatchBooks Thank you!'
6358,'@UAlbanyEdu @sljournal @UBGSE check out @mjmcalliwrites #imsorrystory from @EdumatchBooks'
6359,'How do teachers &amp; students in a predominantly White working class suburban high school experience academic writing practices? How do these practices relate to (dis)empowerment talks? Learn more: https://t.co/1WawdUp7z4   @BrassJory @UIowaEducation @JGorlewski @UBGSE @InfoAgePub https://t.co/nHvN0JXsTI'
6360,'A quiet icon’s evolution: The classic yellow No. 2 #pencil is a uniquely American back-to-school tool that took two centuries to evolve. Digital-age demand has been steady and rising. https://t.co/dvYTZXtph1 #UBuffalo #UBGSE'
6361,"'Thinking about becoming a #teacher? Join us on Jan. 19 to learn about the features of the #UBuffalo Teacher Residency Program, including the $18,000 stipend that students receive in exchange for a 3-year commitment to Buffalo Public Schools. Register: https://t.co/sUVhsKG1hJ.'"
6362,"When COVID-19 hit New York City, #UBGSE alumna Tawanna Gilford, PhD ’12, felt more certain than ever that she’d found the right profession—a psychologist helping stressed out hospital workers find peace &amp; calm during a pandemic. https://t.co/fpEnrrA7DN #UBuffalo #NYCHealthSystem'"
6363,"When COVID-19 hit New York City, #UBGSE alumna Tawanna Gilford, PhD ’12, felt more certain than ever that she’d found the right profession—a psychologist helping stressed out hospital workers find peace &amp; calm during a pandemic. https://t.co/SCuQmvGWL4 #UBuffalo #NYCHealthSystem'"
6364,'Engage minds and transform lives. Become a #teacher. #UBGSE is still accepting applications for our teacher education programs. Submit yours before the Feb. 1 priority deadline. Learn more: https://t.co/7wnzldQjMd. https://t.co/XPMIK86LtA'
6365,'Engage minds and transform lives. Become a #teacher. #UBGSE is still accepting applications for our teacher education programs. Submit yours before the Feb. 1 priority deadline. Learn more: https://t.co/O64i1kOTwj. https://t.co/VvCbmweCUh'
6366,"Congratulations to Dr. Jean Alberti, our benefactor, on receiving the 2019 Albert Nelson Marquis Lifetime Achievement Award! Marquis’ Who’s Who in America 2020 with this listing and other biographical information will be published in April 2021. @UBGSE  https://t.co/xXd7i0VYO7'"
6367,'@MikeGinestre @UBCommunity @UBGSE Oh. Nice.'
6368,'@MikeDuda Everyone knows @UBCommunity is New York’s team. @UBGSE #Gobulls'
6369,"'Taking #OceanPlastics research to #Buffalo classrooms: “Kids were shocked in many ways about the incredible amount of #plastic across the globe … quite amazed and horrified at how quickly #pollution travels,” said Alexandra Schindel. https://t.co/US6vSwNZei #UBuffalo #UBGSE'"
6370,Funding opportunities available! Submit your application for #UBGSE's higher education &amp; student affairs master’s program before Jan. 15 to be considered for a range of graduate assistantships. Learn more and start your application today: https://t.co/4iDxCUq41F. https://t.co/gmNuuAozUb
6371,Funding opportunities available! Submit your application for #UBGSE's higher education &amp; student affairs master’s program before Jan. 15 to be considered for a range of graduate assistantships. Learn more and start your application today: https://t.co/MwvvRzocf4. https://t.co/aiBjC7XIxQ
6372,"Meet Our 2020–21 Fellows • Presidential fellow: Julianna Casella • Arthur Schomburg fellows: Swapna Balkundi, Iman Lathan, Gabriella Martinez, Carly Pershyn, Chelsea Rodriguez  Read their stories: https://t.co/lK4uIKzEt6  #UBuffalo #UBGSE #fellowships'"
6373,"And, on a celebratory note: Raven Baxter (@ravenscimaven) — science communicator, molecular biologist + PhD candidate in @UBGSE — \u200bwas named to Fortune's “40 Under 40” list for her work championing diverse spaces in STEM and spreading love for science: https://t.co/yGKg2JrE16 https://t.co/ScOHY5sNt4"
6374,What is it like to conduct research in #China's #rural and #ethnic minority areas? How do you publish your PhD thesis as a monograph with a University Press? @firstphdchat Listen to our latest conversation with award-winning author Dr Jinting Wu @UBGSE: https://t.co/RJHXXSDdKI
6375,'@CaseyJ_edu @bcburden @Stanford @sagefoundation @UBGSE Will look for a copy tomorrow; ty.'
6376,'I talk a lot about my first year in my book. @EdumatchBooks  @TNTP. Proud  @nysut member! Proud @UBGSE  teacher mentor graduate! https://t.co/aq9uPlGjhi https://t.co/HU3v9Ixk41'
6377,'@bcburden Take a look @Stanford U prof who wrote a book by @sagefoundation called Wither opportunity? Discusses how the wealth segregation has made people at the top unaware of the humanity of the poor. That and what #Dr. Sherman Dr. Weis of @UBGSE Dr. Duncan point out in their books'
6378,"'@erika_wentworth @EnglishTeach07 In some communities, teaching isnt considered real work. See my @EPL_UAlbany dissertation  and @krousmaniere @KathyJCramer @UBGSE Lois Weis for examples'"
6379,Congratulations to the winners of this year's Career Resource Center awards!     The full list of winners and more photos are available at: https://t.co/RgXA2gDjIs     #UBMgt #UBuffalo https://t.co/yshp4OxKB5
6380,Did you miss this week's special guest?  @BerardiSpeaks talked about the impact the CORE program has had on her success on our weekly FB Live. Click here for an instant replay. https://t.co/pVKLSE19w6  #UBCEL #UBuffalo #Trueblue #UBMgt #Entrepreneurship https://t.co/Ym7njGgZLY
6381,Test your knowledge of B-school trivia!💡📚  Register for our “We Mean Business” competition to compete for a $500 @Amazon gift card and additional prizes. All are invited!    June 1 | 7:30 p.m. Eastern | Online     Learn more and register: https://t.co/TPC73hDXO7    #UBMgt #UBuffalo https://t.co/KP0zoVl1uB'
6382,"See John Galiski’s career progression as a CPA and certified fraud examiner, and how the School of Management helped launch his career.  https://t.co/JGc4A7e8R6  #UBuffalo #UBMgt #UBAlumni https://t.co/EFL4NXqyiE'"
6383,Leaders of the future! 🤘🏅 Congratulations to the 25 #UBMgt students in the LeaderCORE™ Class of 2022. They received their medals and certification in a ceremony held last week in Paula's Plaza outside the UB School of Management.     #UBMBA #UBuffalo #Leadership https://t.co/1ENyhnw4P3
6384,"You're invited to connect with a current student ambassador! During Ambassador Office Hour sessions, you’ll learn more about the benefits of earning a graduate degree at UB. Register for a chat today:https://t.co/ZnzjfzxwVW #UBMgt #Ambassadors https://t.co/uSKZEtHlmq"
6385,"To all the moms who always believe in us, Happy Mother’s Day ❤️ ️    #UBuffalo #UBMgt #EMBA #MothersDay https://t.co/XAPZNwwsBH'"
6386,Sending lots of love to all the #UBuffalo mothers out there! Happy Mother’s Day ❤️ ️    #UBMgt #PMBA #MothersDay https://t.co/9YlNsD3cL6'
6387,"To all the moms that make the impossible possible, Happy Mother’s Day! ❤️ ️     #UBuffalo #UBMgt #MBA #MothersDay https://t.co/q4ZjwQXLfe'"
6388,Have questions about our graduate programs? Not sure how to start the application process? Drop into one of our virtual drop-in sessions and have your questions answered:   https://t.co/bP8Fn3sFqy   #UBuffalo #UBMgt https://t.co/lMK1cwGurx'
6389,"Wishing everyone a fun, colorful, and festive Cinco de Mayo! \U0001fa85    #UBuffalo #UBMgt #PMBA #CincoDeMayo https://t.co/ii9fwQB1fd'"
6390,Wishing everyone a festive and Happy Cinco de Mayo! \U0001fa85    #UBuffalo #UBMgt #EMBA #CincoDeMayo https://t.co/lpTsNG4Pvt'
6391,Wishing a Feliz Cinco de Mayo to everyone! \U0001fa85    #UBuffalo #UBMgt #MBA #CincoDeMayo https://t.co/K0T8dfL2W4'
6392,"Alumni success! 🤘 Dustin Snyder, EMBA '15, founder of Wayforward Associates, says self-awareness is one of the keys to a successful professional life. His story: https://t.co/uqIQZpqCQV    #UBMgt #UBuffalo"
6393,Considering an MBA or MS program? Attend an in-person information session and have your questions answered. Click on the links below to see dates and times. Now is the time to invest in yourself! https://t.co/kImSIOZURq  #UBuffalo #UBMgt https://t.co/xSgj0yKNii'
6394,You’re invited to our virtual drop-in sessions! Join our assistant directors of recruitment and ask any questions you have about our programs or application process:   https://t.co/y7IoNGef2P   #UBuffalo #UBMgt https://t.co/Wrxog6BeaX'
6395,"Stop by the Leadership, Learning and Community Center by 1 p.m. to visit with Lily the golden doodle from  @YourSPCA!     #UBMgt #UBuffalo #SPCA https://t.co/rLzzPoXb8V'"
6396,You're invited! Explore your future. Meet your network. Advance your career.  Register Today:  https://t.co/NJR7ElygH8  #UBMBA #UBMgt #UBuffalo https://t.co/85XZWFje6X
6397,You're invited! Explore your future. Meet your network. Advance your career.  Register Today:  https://t.co/p9InW2DBYs  #UBMBA #UBMgt #UBuffalo https://t.co/iZqVTOtcFl
6398,Questions about deadlines or admission requirements?    Sign up today:  https://t.co/EJUEusAAr5    #MBA  #InfoSession #UBMgt https://t.co/gDKiYvlGfN'
6399,June 1 is the final deadline!    Apply now:    https://t.co/22UAgTlsnB    #UBMgt #UBuffalo #MSBA https://t.co/1XFPJyXEqr'
6400,'The OHR Department showed out today! Congratulations to newly minted  Drs. Hora &amp; Yang! #UBuffalo #UBMgt https://t.co/zeJzgulFVk'
6401,"Learn more about the UB Professional MBA program and get your questions answered. We will be covering program information, the application process and upcoming deadlines:  https://t.co/CbpgaXis6j  #UBuffalo #UBMgt #InfoSessions https://t.co/Y9cgmPbDcW'"
6402,June 1 is the final deadline!    Apply now:  https://t.co/5r9xAJR0WQ    #UBMgt #UBuffalo #MIS https://t.co/si0PLtpAYm'
6403,A display of excellence! 📊🏅 The School of Management was well represented at today's Celebration of Student Academic Excellence in Alumni Arena. Congratulations to everyone who was honored and kudos for showcasing your hard work!    #UBMgt #UBuffalo #UBTrueBlue https://t.co/VO0QWGefin
6404,"Today is #UBGivingDay, and you’re part of our story. Help write the next chapter for #UBMgt students by making a gift today at https://t.co/peTZNkAx41.     #UBuffalo https://t.co/75DasgsQpW'"
6405,Action learning plays a vital role in the UB MBA program by offering practical real-world experience. But how impactful can it be? Read our latest blog to find out.   https://t.co/MNwzrLwahm  #UBMBA #UBMgt #actionlearning https://t.co/2NnEcrDAFW'
6406,"How do higher ed and motocross intersect? 🏍📚     Find out from #UBMgt alumna Amanda Knapp, BS ’00, associate vice provost and assistant dean for @UMBC—and avid motorcycle racer: https://t.co/sq9x2U04xC    #UBuffalo #Motocross #HigherEd #Alumni https://t.co/JjjxYtKd3J'"
6407,The PMBA Fall 2022 Final Deadline is on July 15. Click here to find out more:  https://t.co/ArDElTatX7  #MBA #UBuffalo #UBMgt #gradschool #admissions https://t.co/qa3nH8djA0'
6408,"Read how Sara Dhewanto honed in on her business management skills and transformed cash distribution in Indonesia through her start-up, duithape.   https://t.co/t2eaPjsg6I  #UBuffalo #UBAlumni #UBMgt https://t.co/QZZOSKNZKK'"
6409,It's time to get real! 🎉🥇Congratulations to Team Real Talk Inc. for taking top honors in this year's Panasci Technology Entrepreneurship Competition: https://t.co/W7MnD51cQl    #UBMgt #UBuffalo #Entrepreneurship #Startups #UBMBA https://t.co/x84JbWtpgg
6410,"Seeing green 🌳♻️ After observing the impact of suburban sprawl on the rural community he grew up in, #UBMgt student Cam Hotto co-founded a new club that highlights the business value of sustainability: https://t.co/rqW32F2I82     #UBuffalo #EarthDay #UBTrueBlue https://t.co/K6ghOttB9Q'"
6411,Action learning plays a vital role in the UB MBA program by offering practical real-world experience. But how impactful can it be? Read our latest blog to find out.   https://t.co/JJhNSYfd6y  #UBMBA #UBMgt #actionlearning https://t.co/fCRvq0baqP'
6412,"Leading an ‘RxEvolution’ 💊\U0001fa7a In February 2020, Andre Persaud, MBA ’94, was named executive vice president of retail at @riteaid, the drugstore giant with $24 billion in annual sales—right before the world shut down.    His story: https://t.co/vJ8kgfT7iv    #UBMgt #UBuffalo #UBMBA'"
6413,The MS in Finance final deadline for Fall 2022 is quickly approaching. Apply today: https://t.co/OGD7jqSdB1  #UBuffalo #UBMgt #Admissions https://t.co/RNAyYAe5Sp'
6414,"As Russia’s attack on Ukraine continues, one #UBMgt professor reached out to personal contacts in Russia for their unfiltered thoughts on the war—and was surprised by their response.    The latest in our ""On Leadership"" blog: https://t.co/55CpHdWH3J    #UBuffalo #UkraineWar https://t.co/Ol8gFINCO4'"
