,Tweet
177,🔵⚪️Today’s the day!⚪️🔵  The day starts at 11:30 AM with our Pre-Game Fan Fest and runs into our First Annual Blue vs. White Spring Game today at 1 PM!  Choose your side! 🔵 Team Blue ⚪️ Team White  #UBhornsUP | #PoundTheRock https://t.co/AqMQhzIO6i'
178,"'Go Blue, Go White, Go BULLS!  Let’s get the win Team White!!!  #UBhornsUP https://t.co/726gTLbkN8'"
179,Today's match will be played outdoors and will be broadcasted on ESPN3.  https://t.co/ZOaeQ3XREO  Live Scoring: https://t.co/2Qdxdr8M1t  #UBhornsUP https://t.co/MuiXjljBCJ
180,It’s MAC Semifinals Game Day!!!  The Bulls will face host Ball State at 10am with a spot in the MAC Championship on the line.   #UBhornsUP #StrongerTogether https://t.co/YqrmBtZoTf'
181,'Can’t wait to see you show out tomorrow at the UB Spring Game 4/30 @ 1:00PM 🙏🏻💪 #UBhornsUP Football https://t.co/euwYegXWAj'
182,"In addition to being the first player in @NFL history to be named an All-Pro at 2 positions in the same year, Khalil Mack has now become the first player in NFL history to be drafted twice!   #UBhornsUP | #ForeverABull https://t.co/pSnTzcJGEE'"
183,'#UBhornsUP https://t.co/TfDs0Z4za9'
184,Good performance from @SeguRonaldo today at the Tampa Pro Combine  #UBhornsUP https://t.co/zncOjgDM45'
185,BULLS WIN!!!   Seven different Bulls record a hit as UB takes the series opener 7-5!   #UBhornsUP'
186,Fernimen adds an RBI single to left and the Bulls lead 7-4 in the top of the sixth!   #UBhornsUP'
187,"End 5: Buffalo 6, CMU 4  #UBhornsUP'"
188,SEE YA!!! Kincanon drills a solo home run to put the Bulls up 6-2!   #UBhornsUP'
189,SEE YA!!! Lucyshyn blasts a two-run home run to give the Bulls a 5-2 lead!  #UBhornsUP'
190,Anna Aguon smacks an RBI single to left to tie the game at two!   #UBhornsUP'
191,"End 2: CMU 2, Buffalo 1  #UBhornsUP'"
192,Take a look at today's starting lineup!  Alexis Lucyshyn is back in the circle for UB in the series opener at CMU.  #UBhornsUP https://t.co/ExXOhwqkyo
193,'Bulls Head to Ball State With MAC Championship In Sight #UBhornsUP https://t.co/eBfmNMTIlL'
194,"@JaretPatterson, one of the best to ever do it in a Bulls uniform 🤘  #NFL I #HTTC I #UBhornsUP I #ALL41 I #PoundTheRock I #GetTheseHorns I #ForeverABull https://t.co/TOX4rJe0L7'"
195,Schwarz And Shih Earn All-MAC Honors  🔗https://t.co/qLUJtaEfQm  #UBhornsUP https://t.co/0QSOvkEuqH'
196,It's GAMEDAY!!! The Bulls open their series at Central Michigan this afternoon!  📊 https://t.co/t0FDZMQGl2 💻 https://t.co/3rC05NnhtM  #UBhornsUP https://t.co/NnCOsvLslv
197,All loaded up with @ubwomentennis as we are #MuncieBound!!  On the way to a MAC Championship!  #UBhornsUP'
198,'Awesome post Scott! #UBhornsUP https://t.co/0fmdk4VGI9'
199,"Former UCF Wing, Isaiah Adams will transfer to the University of Buffalo #UBhornsUP 🐃🔵⚪️  He Averaged 4.1 Points, 2.2 Rebounds, and 1.0 Assists. #BassBomb🐠💣 https://t.co/CxuiqMKQFA'"
200,Meanwhile specialists Evan Davis and Alex McNulty will handle their usual responsibilities for both 🔵 Team Blue and ⚪️ Team White!  #UBhornsUP https://t.co/ZQ7CS5cx2W'
201,"Back in the day, the #UBuffalo Spring football game was: “Varsity vs. UB Alumni”   Could you imagine doing something like that today! 😂 🏈\U0001f9ac  #UBhornsUP #TeamBlue🔵 #TeamWhite⚪️ https://t.co/Gbs5UcF4M2'"
202,@UBmenshoops have signed UCF transfer @IsaiahIAAdams. He was a .8715 3⭐️ recruit(HS). In 2 seasons started 21 Games for UCF avg. Just under 7PPG and shot 42%FG. Welcome to Buffalo 🤘 #UBhornsUP #UBmenshoops #Transfer https://t.co/9QGRWOiXS6'
203,Let's go Team Blue!!!! 🔵🔵🔵🔵  #UBhornsUP https://t.co/is9zvYBmOO
204,Welcome to the family @IsaiahIAAdams   https://t.co/tNhEO4iook  #UBhornsUP https://t.co/3iXbyn597X'
205,"When this @UBFootball Tweet went live, the Blue Team knew at that instant, they’d make a fatal mistake…  ⚪️⚪️#PoundTheRock⚪️⚪️  #UBHornsUp | #ALL41 | #MACtion https://t.co/nMX6JJrt6l https://t.co/INTY0e0Pif'"
206,TEAM WHITE ⚪️🤘🏻  #UBhornsUP https://t.co/Ia6hnkCJl0'
207,'Let’s go Team Blue! #UBhornsUP 🤘 https://t.co/6DMejnv3Jf'
208,"🚨SPRING GAME ROSTER UPDATE🚨  🔵 Team Blue is led by HC/DC @Coach_BBailey and Honorary HC @beckyburke11  ⚪️ Team White is led by HC/OC @CoachShaneMonty and Honorary HC @jim_whitesell  Choose your side, wear your colors, and make some noise this Saturday at 1 pm!  #UBhornsUP https://t.co/hI8tODr47p'"
209,'#TeamWhite ⚪️🏈🐃⚪️ I #UBhornsUP I #ALL41 I #PoundTheRock I #GetTheseHorns https://t.co/sntWblPb1N https://t.co/hi4IsZ22BZ'
210,"#CFB Previews day 10: #122 Buffalo Bulls (@UBFootball )  Location: Buffalo, NY 2021: 4-8 (119th) Head Coach: Maurice Linguist (2nd season, 4-8) Conference: @MACSports  (1/9)  #UBhornsUP #ALL41 #PoundTheRock #preview #Buffalo #Bulls'"
211,"As someone who has followed  @AD_theCOACH since her playing days at UofSC, I’m incredibly excited to support her next venture as assistant coach for @UBwomenshoops. Guess I’ll have a new team to support now 🤗. #ForeverToThee #UBhornsUP https://t.co/mWojoU3q2n'"
212,'Thank you to everyone in the @UBAthletics department for giving back to our community through this years UB Employees Campaign for the Community! We received the Gold Award for raising over 100% of our goal and I received Volunteer of the Year! 🤘🤘#UBhornsUP https://t.co/l4nOs1G3Qb'
213,I love that they @UBFootball are deciding the 🔵&amp;⚪ rosters via coaches draft for their Spring Game  Such a fun idea and I know the players are gonna really show out to represent their squads 🤘  #UBhornsUP | #ALL41 | #PoundTheRock | #GetTheseHorns | #TeamWhite https://t.co/8vsUCIxwuA'
214,Coach Linguist gives a spring ball update and previews this Saturday's Blue vs. White Spring Game.  #UBhornsUP | #PoundTheRock https://t.co/BAgzs9es8k
215,'Article written by one of our own @ubwomentennis  student-athletes. So proud of Gabriella for writing from the heart and sharing her perspective on the everyday challenges and rewards student-athletes face #StrongerTogether #UBhornsUP  https://t.co/DJlaVxEcSL'
216,'Let’s Gooo! This is going to be EPIC!!! #PoundtheRock #UBHornsUp https://t.co/8CwuCbJfQ6'
217,Spring Game Draft: ☑️  Rosters will be unveiled tomorrow! Be ready to choose your side and show up this Saturday for our First Annual Blue vs. White Spring Game! 🔵⚪️  #UBhornsUP | #ALL41 | #PoundTheRock https://t.co/L3DdcA6Oou'
218,Congratulations to @kcamper_12 for receiving the prestigious CC Furnas Scholar Athlete Award!   #WeAreOne #CARE #UBhornsUp https://t.co/llesvlGB1T'
219,'Thank you bulls family for all your generosity on UB Giving Day. Your donations are greatly appreciated and will help us take our program to new heights  #StrongerTogether #UBGivingDay #UBHornsUp'
220,@GoMeepMeep @JPApride @CTJWRESTLING @WrestlingTexas @UB_Wrestling @UBAthletics @CTJohnsonHigh @NeisdAthletics @kg2981 @ThrowTheHuman Welcome to the family! #UBhornsUP  #Buffalowrestling  #thefutureisbright'
221,'We think your are referring to #UBuffalo #UBhornsUP from event recently on the #AmherstCampus #WNY https://t.co/Q4aAdt8L0U'
222,'@UB_Wrestling @courty_woods Don’t mess with wrestlers…took the lead! Very impressive! #UBhornsUP'
223,'@Alnutt41 @UBAthletics Hoot Hoot to UB Wrestling at the top of the list! #UBhornsUP'
224,"Two of our student-athletes, Nia Jordan and Casey Valenti-Paea, had a great time chatting with the awesome second graders at the Discovery School last week as part of the @nationalgridus Foundation Hoops for the Stars Program 🏀 🤘🏻  #UBhornsUP https://t.co/7bcQFSJUEJ'"
225,"Congratulations to @EvanDavis37 for having his hard work and determination realized! After practice, and in front of his brothers, Evan was awarded a full scholarship.  #UBhornsUP | #PoundTheRock https://t.co/kNe1ZzG0uA'"
226,'Thank you to all who donated to @UBWomensSoccer !! ⚽️💙 #GoBulls #UBhornsUP 🤘🏻 https://t.co/AijiacI93N'
227,Currently sitting at 27 donors to Women’s Soccer! Can we get atleast 3 more before 12pm?! We are so grateful for all who #CARE about our program and student athletes!   #UBGivingDay #WeAreOne #UBHornsUp https://t.co/qXmUch2eUp'
228,__ SCHEDULE UPDATE 🚨  Today's game at Canisius has been canceled due to cold weather.  #UBhornsUP https://t.co/Fy2jeCtTAG
229,'I just made my donation in honor of my 2008 team and coaches. 14 years ago today we were the first team to win a MAC Championship in the School History #StrongerTogether #UBhornsUP #UBGivingDay #UBfamily https://t.co/PICQT58sJo https://t.co/2R0wlP9IBP'
230,"What a day! Together, we started UB Giving Day strong, and together, we can finish even stronger. Don’t miss your opportunity to support @UBwomenshoops!   🔗 https://t.co/haE7caBf7G  #UBhornsUP | #UBGivingDay https://t.co/jDi0lg6HVe'"
231,It's GO TIME!  14 hours left in the #UBGivingDay. Go to https://t.co/ikJqS05lMB to support the Bulls T&amp;F/XC Teams! #UBHornsUP https://t.co/JaTUI38iLf
232,'@UBFootball I got team black. #UBhornsUP https://t.co/KZpUUBS5AG'
233,@UBCoachBurke throwing out a challenge! Currently at 19 donors- Let’s Go Bulls Family 🤘🏻 @UBuffalo @UBAthletics @ubalumni   #WeAreOne #CARE #UBhornsUp #UBGivingDay https://t.co/BUnpBC9fV1'
234,"The gifts keep pouring in! Thank you for your generosity. There is still time to make your donation. No matter how big or small, your contributions are changing the lives of our student athletes!  Make your gift now 👉 https://t.co/Xvf3Sdey4b  #UBhornsUP | #GivingDay https://t.co/Gah2NwFxw7 https://t.co/DrlBtXnbTD'"
235,Little guy is excited about #UBGivingDay and is proud to help support the #UBuffalo mission #UBhornsUP https://t.co/JSpmAvUPy5'
236,We strive to be CHAMPIONS on and off the court.  Today is #UBGivingDay and YOU are part of our story! Help us get to #️⃣1️⃣ and write the next chapter for our student-athletes by making a gift today.   🔗 https://t.co/haE7caBf7G  #UBhornsUP https://t.co/UM5WBPA202'
237,The @UBFootball Spring Game posters are here! Free at Fan Fest this Saturday! #UBhornsUP   ✍️ stay for post-game autographs with the team! 🤘🏈 #PoundTheRock https://t.co/Ei1l46brHG'
238,"End 4: SBU 8, Buffalo 2  #UBhornsUP'"
239,It’s UB Giving Day! Visit the link below to support women’s soccer. All contributions help us in achieving our goals. #CARE for our athletes.    https://t.co/S1PDQ2gqwK   #WeAreOne #UBhornsUp https://t.co/i8r9doctNH'
240,Scoreless through two innings of play.  #UBhornsUP'
241,'UB Giving day is live! Your donations will help enhance our student-athletes experience. You are part of our success! Help us write the next chapter #StrongerTogether #GoBulls #UBHornsUp #UBGivingDay https://t.co/sHVQ3TcywN'
242,Tarantino throws a first pitch strike and we are underway!  #UBhornsUP'
243,Starting lineup for today's clash with the Bonnies!  #UBhornsUP https://t.co/wAt6mHGwi2
244,Saturday can't come soon enough 😆  #UBhornsUP | #ALL41 | #PoundTheRock | #GetTheseHorns https://t.co/6zIEK3gwYz
245,'UB Giving Day is LIVE! Your donations will help our student-athletes @ubwomentennis have the best experience they deserve #gobulls #StrongerTogether #UBGivingDay #UBhornsUP https://t.co/39nEbCYBEw'
246,'Proud of the guys this spring. They kept stacking bricks +1 each day. Come see them perform this Saturday at 1pm. They will put on a show for #UBhornsUP https://t.co/AT1utOKygE'
247,That’s what this whole game is about; 𝘾𝙊𝙉𝙎𝙄𝙎𝙏𝙀𝙉𝘾𝙔 \U0001faa8🔨   #UBhornsUP | #ALL41 | #PoundTheRock https://t.co/s99MHMp5Yh'
248,Rollin' with #TeamWhite ⚪️🏈🐃⚪️ 'cause those ALL-WHITES are just too N-\U0001f9ca 😎  #UBhornsUP | #ALL41 | #PoundTheRock | #GetTheseHorns https://t.co/QJ8wSflK8f
249,"It’s Giving Day, UB Bulls Fans! We could not do what we do without your support. No donation is too small, all are greatly appreciated!   To donate, visit: https://t.co/rQj3Q9rywZ  #UBhornsUP | #GivingDay https://t.co/yovdoElODI'"
250,"🔵⚪️2022 SPRING GAME⚪️🔵  See you this Saturday, April 30th!  Choose your side: 🔵 Team Blue ⚪️ Team White  #UBhornsUP | #ALL41 | #PoundTheRock https://t.co/ErJKZkALdQ'"
251,@UBmenshoops biggest loss to the #TransferPortal to date 👀  #UBhornsUP I #ForeverABull https://t.co/3GHlY3COlF'
252,Record 🖐️ Bulls Named Academic All-MAC!  🔗 https://t.co/yMwH1Zeytw  #UBhornsUP https://t.co/dGc1ReMNs1'
253,'Feeling thankful that my football talents was recognized by Suffolk Chapter of the National Football Foundation at their Awards Brunch. #gobulls #committed #UBhornsUP https://t.co/1YFfyEiIHS'
254,'Cheng Tang Named First-Team All-MAC #UBhornsUP https://t.co/MXhYNG0gJv'
255,It's GAMEDAY!!! The Bulls take on Big 4 foe St. Bonaventure at 3pm today at Nan Harvey Field.  📊 https://t.co/niyqqUMBk4 💻 https://t.co/wuViz2GAHQ  #UBhornsUP https://t.co/xoeu97cvNc
256,UB Giving Day will be live for 24 hours beginning at noon today!  @UBAthletics | #UBhornsUP'
257,Today is the Day! UB Giving day starts at 12pm!!   #WeAreOne #CARE #UBhornsUp https://t.co/PkgRGCqH5b'
258,🚨ICYMI🚨  Track &amp; field had a dominant performance Saturday afternoon at the UB Team Invitational! 😤  #UBhornsUP 🤘 https://t.co/gEnzfJWShT'
259,Time to refocus and get ready for the @MACSports Championships this weekend!  #UBhornsUP https://t.co/LXA6i6F0df'
260,"Catch up with AD @Alnutt41 in the latest ""UB Bulls Insider"" podcast.  👂https://t.co/XCCi96Ofem  #UBhornsUP https://t.co/mtNcQbq8CW'"
261,"Important read for any HS, #JUCO or #TransferPortal player with interest in OR from @UBFootball   Remember, it doesn't matter HOW you got there, what matters is you're there; and the Bulls will give you the tools necessary for STAYING there!  #UBhornsUP I #ALL41 I #PoundTheRock https://t.co/tRRBAuEL02"
262,'It all goes down tomorrow! #UBHornsUp https://t.co/9KsffJNkCE'
263,Bulls Add Towson Transfer Kiara Johnson  🔗 https://t.co/ETgnetMlnl  #UBhornsUP https://t.co/W1b5mKL76k'
264,WELCOME HOME!   We are thrilled to add Kiara Johnson (@kiaraallday) to our WBB family!  🤘🏻💙  #UBhornsUP https://t.co/vKSXu7QYQE'
265,Let’s go! Vegas Bound! #UBhornsUP #Buffalowrestling  #thefutureisbright https://t.co/0nFHlnpexA'
266,@SSN_Buffalo @UBFootball @81_embry I checked out some of his highlights &amp; he is going to be tough to keep off the field!  #SneakySigning by @UBFootball 👀  #UBhornsUP 🤘'
267,There you have it! @UBFootball gets some much needed depth at TE after Carson Williams entered the #TransferPortal last week  Glad to have @81_embry running with the Bulls 🐃💨  #UBhornsUP | #ALL41 | #PoundTheRock | #GetTheseHorns   https://t.co/5sReUb8Qcg'
268,Thank you to our two seniors Hsin-Yuan Shih and Nikoleta Antoniou-Karademitrou  #UBhornsUP https://t.co/EPdKKeuo63'
269,'Bulls Close Out Regular Season; Set Sights On MAC Tournament #UBhornsUP https://t.co/Bb2FlDGyqM'
270,@27TBuck getting a head start on scouting for his @XFL2023 team by checking out all the amazing talent be developed at @UBFootball by @CoachMoLinguist &amp; Co. 😉  #XFL | #UBhornsUP | #ALL41 | #PoundTheRock | #GetTheseHorns https://t.co/LD14LrCxbd'
271,"An eventful weekend for @CoachMoLinguist's @UBFootball team heading into their 🔵&amp;⚪ Spring Game on Saturday 🤘  Also, could he be hinting at adding even more talent to the roster soon⁉️👀  It's a GREAT time to be a Bull 😤  #UBhornsUP | #ALL41 | #PoundTheRock | #GetTheseHorns https://t.co/FQ6aR2mWRI"
272,Bulls drop the regular season finale 6-1 to Miami.   Time to refocus for next weekend’s MAC Championships!  #UBhornsUP'
273,'Bulls for life! Congratulations seniors. #UBHornsUp https://t.co/b2BuEbo7tR'
274,Bulls Drop Series Finale on Senior Day  RECAP: https://t.co/y5exx1jJ6l  #UBhornsUP https://t.co/VjHj2CXlzJ'
275,THANK YOU SENIORS 🤘🏻💙  #UBhornsUP https://t.co/S8GhDg4KRi'
276,Bulls drop the series finale 4-0.  Buffalo returns to action on Tuesday as they host St. Bonaventure at 3pm.  #UBhornsUP'
277,'Picture perfect day for some @UBBullssoftball #ubhornsup https://t.co/krrOCyfCXp'
278,What an absolutely beautiful day out for @ubwomentennis senior day! #UBhornsUP https://t.co/grtR8qVwxQ'
279,"End 4: Ball State 4, Buffalo 0  #UBhornsUP'"
280,Just about 15 minutes until the Bulls take on Miami (OH) on an absolutely gorgeous day in Buffalo!  Live scoring can be found here: https://t.co/JefozQnz3d  #UBHornsUP'
281,"End 3: Ball State 3, Buffalo 0  #UBhornsUP'"
282,"End 1: Ball State 1, Buffalo 0  #UBhornsUP'"
283,We are underway on a gorgeous day at Nan Harvey Field!  #UBhornsUP'
284,Senior Day starting lineup!  #UBhornsUP https://t.co/nHDgwxVvY0'
285,“My vision for Buffalo Football is clear and concise… We want to run the very best program in the United States of America.” - @CoachMoLinguist   This is what a weekend in that environment looks like! 👇🏼  #UBHornsUp | #ALL41 | #WhyNotBuffalo | #PoundTheRock | #MACtion https://t.co/Di9F0OK8w1'
286,Come on out for Senior Day!!  The Bulls close out the regular season at 1pm against Miami (OH).  The match will take place at the UB Tennis Courts  #UBhornsUP https://t.co/8lwmDrpgtr'
287,It's GAMEDAY!!! Come out to Nan Harvey Field and cheer on the Bulls as we celebrate our seniors and go for the series sweep!  📊 https://t.co/niyqqUv0sw 💻 https://t.co/wuViz2oZQi  #UBhornsUP https://t.co/SknajzDYA1
288,☀️Good Morning Bulls Fans!☀️  Join us at the @UBTrueBlue cook out today and support @UBBullssoftball &amp; @ubwomentennis! 🤘🥎🎾  Free 🌭🌭 starting at noon by Nan Harvey Field! #UBhornsUP https://t.co/hzgOqgLR77'
289,Fantastic day for @UBBullssoftball!   Make sure to come out and support the Bulls as they go for the series sweep on Senior Day 🤘🏻  #UBhornsUP https://t.co/zttczmmOcH'
290,Offense Shines As Bulls Sweep Saturday Doubleheader Against Ball State  RECAP: https://t.co/xAJ91ruYQp  #UBhornsUP'
291,BULLS WIN!!!   UB sweeps the doubleheader with a 9-4 win. Marissa Calloway picks up her first career win in the circle.  #UBhornsUP https://t.co/Gm6Y6PZrbD'
292,SEE YA!!! Rachel Steffan blasts a no-doubt three-run shot over the wall in right to put UB up 9-4!  #UBhornsUP https://t.co/xvDeWiQjbc'
